;;;;;;;;;;;;;;;;;;;;;;;Chambre 3;;Chambre 2;;Chambre 1;
START DATE;2023-10-25 12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
END DATE;2023-10-25 14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERVAL;10s;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;DATE;BU12;Text;T1;T2;L3;T3;T4;T5;L2;T6;T7;T8;L1;T9;T10;T11;BU11;T12;T13;V3 (in 3);V6 (out 3);V2 (in 2);V5 (out 2);V1 (in L1);V4 (out 1)
;;;;m3/h;;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m3/h;C;C;1/0;1/0;1/0;1/0;1/0;1/0
;;;25-oct-23 13:15:20; 21,27  ; 11,74  ; 426,93  ; 151,57  ; 184,00  ; 523,38  ; 634,00  ; 740,54  ; 174,00  ; 448,97  ; 510,24  ; 601,77  ; 166,00  ; 383,36  ; 525,00  ; 623,00  ; 23,40  ; 809,16  ; 211,33  ;0;1;1;0;0;0
;;;25-oct-23 13:15:30; 22,10  ; 11,74  ; 426,34  ; 151,59  ; 184,00  ; 523,83  ; 634,00  ; 741,12  ; 174,00  ; 449,82  ; 510,67  ; 602,61  ; 166,00  ; 382,58  ; 523,00  ; 622,00  ; 26,50  ; 809,21  ; 211,30  ;0;1;1;0;0;0
;;;25-oct-23 13:15:40; 22,10  ; 11,74  ; 426,34  ; 151,59  ; 184,00  ; 524,68  ; 635,00  ; 741,88  ; 174,00  ; 450,46  ; 510,60  ; 603,18  ; 166,00  ; 382,18  ; 523,00  ; 621,00  ; 27,12  ; 809,66  ; 211,38  ;0;1;1;0;0;0
;;;25-oct-23 13:15:50; 22,10  ; 11,74  ; 426,56  ; 151,42  ; 184,00  ; 525,55  ; 636,00  ; 742,80  ; 174,00  ; 450,45  ; 510,35  ; 603,60  ; 166,00  ; 381,35  ; 522,00  ; 620,00  ; 28,17  ; 810,65  ; 211,53  ;0;1;1;0;0;0
;;;25-oct-23 13:16:00; 22,10  ; 11,74  ; 426,42  ; 151,56  ; 184,00  ; 526,63  ; 637,00  ; 743,93  ; 175,00  ; 450,48  ; 509,68  ; 603,52  ; 166,00  ; 380,88  ; 521,00  ; 620,00  ; 28,00  ; 811,75  ; 211,73  ;0;1;1;0;0;0
;;;25-oct-23 13:16:10; 22,10  ; 11,74  ; 426,79  ; 151,69  ; 184,00  ; 527,86  ; 638,00  ; 745,08  ; 175,00  ; 450,30  ; 508,82  ; 603,26  ; 166,00  ; 380,31  ; 521,00  ; 620,00  ; 27,70  ; 812,98  ; 211,99  ;0;1;1;0;0;0
;;;25-oct-23 13:16:20; 22,10  ; 11,74  ; 427,10  ; 151,56  ; 185,00  ; 529,11  ; 640,00  ; 746,25  ; 175,00  ; 449,75  ; 507,75  ; 602,85  ; 165,00  ; 379,80  ; 520,00  ; 618,00  ; 27,73  ; 814,61  ; 212,38  ;0;1;1;0;0;0
;;;25-oct-23 13:16:30; 22,10  ; 11,74  ; 427,61  ; 151,52  ; 185,00  ; 530,63  ; 642,00  ; 747,43  ; 175,00  ; 449,17  ; 506,77  ; 602,27  ; 165,00  ; 379,28  ; 520,00  ; 618,00  ; 27,35  ; 815,93  ; 213,02  ;0;1;1;0;0;0
;;;25-oct-23 13:16:40; 22,10  ; 11,74  ; 427,78  ; 151,54  ; 185,00  ; 532,05  ; 642,00  ; 748,75  ; 175,00  ; 448,33  ; 505,45  ; 601,62  ; 165,00  ; 378,75  ; 519,00  ; 618,00  ; 27,15  ; 816,93  ; 213,68  ;0;1;1;0;0;0
;;;25-oct-23 13:16:50; 22,10  ; 11,74  ; 428,22  ; 151,65  ; 185,00  ; 534,19  ; 643,00  ; 750,14  ; 175,00  ; 447,50  ; 504,11  ; 600,80  ; 165,00  ; 378,43  ; 519,00  ; 617,00  ; 27,20  ; 818,00  ; 214,35  ;0;1;1;0;0;0
;;;25-oct-23 13:17:00; 22,10  ; 11,74  ; 428,59  ; 151,62  ; 186,00  ; 535,98  ; 645,00  ; 751,63  ; 175,00  ; 446,55  ; 502,75  ; 599,95  ; 165,00  ; 377,90  ; 519,00  ; 617,00  ; 26,74  ; 819,13  ; 215,22  ;0;1;1;0;0;0
;;;25-oct-23 13:17:10; 22,09  ; 11,74  ; 428,69  ; 151,69  ; 187,00  ; 537,56  ; 649,00  ; 752,69  ; 175,00  ; 445,33  ; 501,24  ; 598,84  ; 165,00  ; 377,71  ; 518,00  ; 616,00  ; 26,40  ; 819,87  ; 215,99  ;0;0;1;0;0;1
;;;25-oct-23 13:17:20; 22,06  ; 11,74  ; 428,85  ; 151,76  ; 188,00  ; 538,61  ; 650,00  ; 753,53  ; 175,00  ; 443,89  ; 499,54  ; 597,64  ; 164,00  ; 377,61  ; 518,00  ; 616,00  ; 24,47  ; 820,35  ; 216,65  ;1;0;0;0;0;1
;;;25-oct-23 13:17:30; 22,03  ; 11,74  ; 428,82  ; 151,74  ; 188,00  ; 539,42  ; 650,00  ; 753,90  ; 175,00  ; 442,75  ; 498,47  ; 596,78  ; 164,00  ; 377,78  ; 519,00  ; 616,00  ; 24,27  ; 820,61  ; 217,22  ;1;0;0;0;0;1
;;;25-oct-23 13:17:40; 22,01  ; 11,74  ; 429,00  ; 151,72  ; 188,00  ; 539,98  ; 650,00  ; 754,00  ; 174,00  ; 441,84  ; 497,64  ; 596,13  ; 164,00  ; 377,84  ; 519,00  ; 616,00  ; 24,23  ; 820,88  ; 217,52  ;1;0;0;0;0;1
;;;25-oct-23 13:17:50; 21,98  ; 11,74  ; 429,22  ; 151,75  ; 189,00  ; 540,10  ; 650,00  ; 753,72  ; 174,00  ; 441,05  ; 496,85  ; 595,48  ; 164,00  ; 378,55  ; 520,00  ; 616,00  ; 20,53  ; 821,11  ; 217,65  ;1;0;0;0;0;1
;;;25-oct-23 13:18:00; 21,95  ; 11,74  ; 429,43  ; 151,79  ; 190,00  ; 539,83  ; 649,00  ; 753,33  ; 174,00  ; 440,07  ; 496,17  ; 595,09  ; 164,00  ; 379,11  ; 521,00  ; 617,00  ; 19,57  ; 821,22  ; 217,89  ;1;0;0;0;0;1
;;;25-oct-23 13:18:10; 21,92  ; 11,74  ; 429,56  ; 151,77  ; 190,00  ; 539,43  ; 649,00  ; 752,91  ; 174,00  ; 439,33  ; 495,53  ; 594,46  ; 164,00  ; 379,69  ; 522,00  ; 617,00  ; 16,50  ; 821,28  ; 217,64  ;1;0;0;0;0;1
;;;25-oct-23 13:18:20; 21,89  ; 11,74  ; 429,66  ; 151,71  ; 190,00  ; 538,90  ; 648,00  ; 752,35  ; 174,00  ; 438,70  ; 495,15  ; 594,00  ; 164,00  ; 380,45  ; 523,00  ; 618,00  ; 16,40  ; 821,41  ; 217,55  ;1;0;0;0;0;1
;;;25-oct-23 13:18:30; 21,87  ; 11,74  ; 429,92  ; 151,79  ; 189,00  ; 537,99  ; 647,00  ; 751,58  ; 173,00  ; 437,98  ; 494,66  ; 593,54  ; 164,00  ; 381,14  ; 524,00  ; 619,00  ; 13,70  ; 821,49  ; 217,29  ;1;0;0;0;0;1
;;;25-oct-23 13:18:40; 21,84  ; 11,74  ; 430,12  ; 151,72  ; 189,00  ; 536,82  ; 645,00  ; 750,74  ; 173,00  ; 437,37  ; 494,22  ; 593,12  ; 164,00  ; 382,06  ; 526,00  ; 620,00  ; 12,80  ; 821,22  ; 217,11  ;1;0;0;0;0;1
;;;25-oct-23 13:18:50; 21,81  ; 11,74  ; 430,40  ; 151,85  ; 189,00  ; 535,55  ; 644,00  ; 749,75  ; 173,00  ; 436,90  ; 493,58  ; 592,60  ; 165,00  ; 383,25  ; 527,00  ; 621,00  ; 12,58  ; 821,19  ; 216,75  ;1;0;0;0;0;1
;;;25-oct-23 13:19:00; 21,41  ; 11,74  ; 430,29  ; 151,77  ; 189,00  ; 534,15  ; 643,00  ; 748,75  ; 173,00  ; 436,34  ; 493,28  ; 592,26  ; 165,00  ; 384,52  ; 529,00  ; 622,00  ; 12,00  ; 821,18  ; 216,38  ;1;0;0;0;0;1
;;;25-oct-23 13:19:10; 21,42  ; 11,74  ; 430,11  ; 151,79  ; 188,00  ; 532,57  ; 641,00  ; 747,27  ; 173,00  ; 435,92  ; 493,04  ; 591,84  ; 165,00  ; 385,55  ; 530,00  ; 623,00  ; 11,80  ; 820,91  ; 216,02  ;1;0;0;1;0;0
;;;25-oct-23 13:19:20; 21,43  ; 11,74  ; 429,86  ; 151,74  ; 188,00  ; 530,87  ; 639,00  ; 746,06  ; 173,00  ; 435,93  ; 493,54  ; 591,96  ; 165,00  ; 386,58  ; 531,00  ; 625,00  ; 11,10  ; 820,82  ; 215,63  ;0;0;0;1;1;0
;;;25-oct-23 13:19:30; 21,44  ; 11,74  ; 429,43  ; 151,72  ; 187,00  ; 529,58  ; 638,00  ; 745,18  ; 172,00  ; 436,21  ; 494,21  ; 592,21  ; 165,00  ; 387,21  ; 532,00  ; 626,00  ; 11,27  ; 820,18  ; 215,19  ;0;0;0;1;1;0
;;;25-oct-23 13:19:40; 21,45  ; 11,74  ; 429,02  ; 151,88  ; 187,00  ; 528,55  ; 637,00  ; 744,32  ; 172,00  ; 436,65  ; 495,23  ; 592,58  ; 166,00  ; 387,68  ; 532,00  ; 627,00  ; 11,10  ; 819,45  ; 214,62  ;0;0;0;1;1;0
;;;25-oct-23 13:19:50; 21,46  ; 11,74  ; 428,58  ; 151,81  ; 187,00  ; 527,66  ; 637,00  ; 743,66  ; 172,00  ; 437,44  ; 496,34  ; 593,14  ; 166,00  ; 387,74  ; 532,00  ; 627,00  ; 11,25  ; 818,52  ; 214,12  ;0;0;0;1;1;0
;;;25-oct-23 13:20:00; 21,47  ; 11,74  ; 428,00  ; 151,88  ; 186,00  ; 526,60  ; 637,00  ; 743,09  ; 172,00  ; 438,11  ; 497,62  ; 593,81  ; 166,00  ; 387,75  ; 532,00  ; 627,00  ; 11,42  ; 817,58  ; 213,79  ;0;0;0;1;1;0
;;;25-oct-23 13:20:10; 21,48  ; 11,74  ; 427,61  ; 151,89  ; 186,00  ; 526,02  ; 636,00  ; 742,50  ; 172,00  ; 439,18  ; 498,98  ; 594,59  ; 166,00  ; 387,64  ; 532,00  ; 627,00  ; 11,56  ; 816,32  ; 213,41  ;0;0;0;1;1;0
;;;25-oct-23 13:20:20; 21,49  ; 11,74  ; 427,12  ; 151,86  ; 186,00  ; 525,34  ; 636,00  ; 741,94  ; 172,00  ; 440,42  ; 500,55  ; 595,36  ; 166,00  ; 387,42  ; 531,00  ; 627,00  ; 12,03  ; 815,38  ; 212,84  ;0;0;0;1;1;0
;;;25-oct-23 13:20:30; 21,50  ; 11,74  ; 426,68  ; 151,90  ; 186,00  ; 524,69  ; 635,00  ; 741,46  ; 172,00  ; 441,72  ; 502,17  ; 596,38  ; 167,00  ; 386,96  ; 530,00  ; 627,00  ; 14,70  ; 814,22  ; 212,56  ;0;0;0;1;1;0
;;;25-oct-23 13:20:40; 21,58  ; 11,74  ; 426,38  ; 151,94  ; 185,00  ; 524,13  ; 634,00  ; 740,88  ; 173,00  ; 443,16  ; 503,94  ; 597,32  ; 167,00  ; 386,38  ; 529,00  ; 626,00  ; 16,30  ; 813,08  ; 212,08  ;0;0;0;1;1;0
;;;25-oct-23 13:20:50; 22,50  ; 11,74  ; 426,28  ; 151,98  ; 185,00  ; 523,62  ; 634,00  ; 740,51  ; 173,00  ; 444,65  ; 505,63  ; 598,48  ; 166,00  ; 385,82  ; 528,00  ; 625,00  ; 18,00  ; 812,04  ; 211,82  ;0;0;0;1;1;0
;;;25-oct-23 13:21:00; 22,50  ; 11,74  ; 426,55  ; 151,93  ; 184,00  ; 523,15  ; 633,00  ; 740,15  ; 173,00  ; 446,35  ; 507,59  ; 599,60  ; 166,00  ; 385,05  ; 527,00  ; 624,00  ; 21,30  ; 811,05  ; 211,65  ;0;0;0;1;1;0
;;;25-oct-23 13:21:10; 22,50  ; 11,74  ; 426,93  ; 151,92  ; 184,00  ; 523,17  ; 633,00  ; 740,06  ; 174,00  ; 447,84  ; 509,25  ; 600,85  ; 166,00  ; 384,16  ; 526,00  ; 623,00  ; 23,30  ; 810,19  ; 211,44  ;0;1;0;0;1;0
;;;25-oct-23 13:21:20; 22,50  ; 11,74  ; 427,54  ; 151,98  ; 184,00  ; 523,37  ; 634,00  ; 740,47  ; 174,00  ; 449,04  ; 510,27  ; 601,97  ; 166,00  ; 383,23  ; 524,00  ; 623,00  ; 24,25  ; 809,53  ; 211,31  ;0;1;1;0;0;0
;;;25-oct-23 13:21:30; 22,50  ; 11,74  ; 428,09  ; 151,98  ; 184,00  ; 523,74  ; 634,00  ; 741,24  ; 174,00  ; 449,79  ; 510,64  ; 602,84  ; 166,00  ; 382,56  ; 524,00  ; 621,00  ; 25,80  ; 809,44  ; 211,41  ;0;1;1;0;0;0
;;;25-oct-23 13:21:40; 22,50  ; 11,74  ; 428,73  ; 151,98  ; 184,00  ; 524,63  ; 635,00  ; 741,91  ; 174,00  ; 450,51  ; 510,69  ; 603,41  ; 166,00  ; 381,67  ; 523,00  ; 621,00  ; 27,00  ; 810,13  ; 211,47  ;0;1;1;0;0;0
;;;25-oct-23 13:21:50; 22,50  ; 11,74  ; 429,33  ; 151,90  ; 184,00  ; 525,45  ; 636,00  ; 742,95  ; 174,00  ; 450,48  ; 510,12  ; 603,59  ; 166,00  ; 381,12  ; 522,00  ; 620,00  ; 27,70  ; 810,85  ; 211,59  ;0;1;1;0;0;0
;;;25-oct-23 13:22:00; 22,50  ; 11,74  ; 429,75  ; 152,09  ; 184,00  ; 526,49  ; 637,00  ; 743,90  ; 175,00  ; 450,37  ; 509,50  ; 603,40  ; 166,00  ; 380,65  ; 521,00  ; 620,00  ; 26,62  ; 812,05  ; 211,67  ;0;1;1;0;0;0
;;;25-oct-23 13:22:10; 22,50  ; 11,74  ; 430,34  ; 151,94  ; 184,00  ; 527,74  ; 638,00  ; 745,04  ; 175,00  ; 450,22  ; 508,58  ; 603,19  ; 166,00  ; 380,08  ; 521,00  ; 619,00  ; 27,13  ; 813,29  ; 212,12  ;0;1;1;0;0;0
;;;25-oct-23 13:22:20; 22,50  ; 11,74  ; 430,88  ; 152,00  ; 184,00  ; 528,98  ; 640,00  ; 746,18  ; 175,00  ; 449,71  ; 507,82  ; 602,81  ; 166,00  ; 379,61  ; 521,00  ; 619,00  ; 27,30  ; 814,48  ; 212,49  ;0;1;1;0;0;0
;;;25-oct-23 13:22:30; 21,30  ; 11,74  ; 431,25  ; 152,18  ; 185,00  ; 530,81  ; 641,00  ; 747,46  ; 175,00  ; 449,15  ; 506,54  ; 602,24  ; 165,00  ; 379,15  ; 520,00  ; 618,00  ; 26,60  ; 815,66  ; 213,05  ;0;1;1;0;0;0
;;;25-oct-23 13:22:40; 21,29  ; 11,74  ; 431,02  ; 152,09  ; 185,00  ; 532,54  ; 643,00  ; 748,82  ; 175,00  ; 448,24  ; 505,46  ; 601,48  ; 165,00  ; 378,74  ; 519,00  ; 618,00  ; 27,00  ; 816,76  ; 213,56  ;0;1;1;0;0;0
;;;25-oct-23 13:22:50; 21,27  ; 11,74  ; 430,71  ; 152,12  ; 185,00  ; 534,15  ; 644,00  ; 750,05  ; 175,00  ; 447,44  ; 504,15  ; 600,72  ; 165,00  ; 378,24  ; 519,00  ; 617,00  ; 25,84  ; 817,68  ; 214,43  ;0;1;1;0;0;0
;;;25-oct-23 13:23:00; 21,26  ; 11,74  ; 430,25  ; 152,05  ; 186,00  ; 535,76  ; 644,00  ; 751,80  ; 175,00  ; 446,30  ; 502,59  ; 599,65  ; 165,00  ; 377,82  ; 519,00  ; 617,00  ; 25,75  ; 818,65  ; 215,35  ;0;0;1;0;0;0
;;;25-oct-23 13:23:10; 21,25  ; 11,74  ; 429,68  ; 152,18  ; 187,00  ; 537,55  ; 647,00  ; 752,72  ; 175,00  ; 445,25  ; 501,06  ; 598,58  ; 165,00  ; 377,68  ; 518,00  ; 616,00  ; 26,62  ; 819,44  ; 216,05  ;0;0;1;0;0;1
;;;25-oct-23 13:23:20; 21,24  ; 11,74  ; 429,01  ; 152,11  ; 187,00  ; 538,77  ; 648,00  ; 753,49  ; 175,00  ; 443,93  ; 499,63  ; 597,52  ; 164,00  ; 377,57  ; 518,00  ; 616,00  ; 26,60  ; 819,89  ; 216,87  ;1;0;0;0;0;1
;;;25-oct-23 13:23:30; 21,23  ; 11,74  ; 428,23  ; 152,14  ; 188,00  ; 539,33  ; 649,00  ; 753,72  ; 175,00  ; 442,63  ; 498,29  ; 596,57  ; 164,00  ; 377,72  ; 518,00  ; 616,00  ; 26,90  ; 820,24  ; 217,17  ;1;0;0;0;0;1
;;;25-oct-23 13:23:40; 21,22  ; 11,74  ; 427,56  ; 152,18  ; 189,00  ; 539,82  ; 650,00  ; 753,77  ; 174,00  ; 441,59  ; 497,33  ; 596,00  ; 164,00  ; 377,94  ; 519,00  ; 616,00  ; 25,50  ; 820,51  ; 217,57  ;1;0;0;0;0;1
;;;25-oct-23 13:23:50; 21,21  ; 11,74  ; 426,78  ; 152,17  ; 189,00  ; 539,76  ; 650,00  ; 753,66  ; 174,00  ; 440,59  ; 496,58  ; 595,50  ; 164,00  ; 378,41  ; 519,00  ; 616,00  ; 24,22  ; 820,65  ; 217,84  ;1;0;0;0;0;1
;;;25-oct-23 13:24:00; 21,24  ; 11,74  ; 426,38  ; 152,14  ; 189,00  ; 539,61  ; 650,00  ; 753,32  ; 174,00  ; 439,82  ; 495,95  ; 594,85  ; 164,00  ; 378,88  ; 520,00  ; 616,00  ; 22,60  ; 820,85  ; 217,78  ;1;0;0;0;0;1
;;;25-oct-23 13:24:10; 21,36  ; 11,74  ; 426,46  ; 152,14  ; 190,00  ; 539,16  ; 650,00  ; 752,86  ; 174,00  ; 439,16  ; 495,56  ; 594,36  ; 164,00  ; 379,54  ; 521,00  ; 617,00  ; 21,10  ; 820,82  ; 217,63  ;1;0;0;0;0;1
;;;25-oct-23 13:24:20; 22,70  ; 11,74  ; 426,92  ; 152,15  ; 190,00  ; 538,57  ; 649,00  ; 752,13  ; 174,00  ; 438,38  ; 494,88  ; 593,79  ; 164,00  ; 380,25  ; 521,00  ; 617,00  ; 21,60  ; 821,01  ; 217,53  ;1;0;0;0;0;1
;;;25-oct-23 13:24:30; 22,68  ; 11,74  ; 427,69  ; 152,19  ; 190,00  ; 537,72  ; 649,00  ; 751,53  ; 174,00  ; 437,91  ; 494,41  ; 593,46  ; 164,00  ; 381,17  ; 522,00  ; 617,00  ; 20,45  ; 821,14  ; 217,31  ;1;0;0;0;0;1
;;;25-oct-23 13:24:40; 22,67  ; 11,74  ; 428,46  ; 152,25  ; 190,00  ; 536,65  ; 648,00  ; 750,60  ; 174,00  ; 437,40  ; 493,97  ; 593,00  ; 164,00  ; 382,11  ; 523,00  ; 618,00  ; 16,13  ; 821,15  ; 217,07  ;1;0;0;0;0;1
;;;25-oct-23 13:24:50; 22,66  ; 11,74  ; 429,14  ; 152,29  ; 190,00  ; 535,26  ; 647,00  ; 749,56  ; 174,00  ; 436,68  ; 493,49  ; 592,59  ; 164,00  ; 383,25  ; 523,00  ; 618,00  ; 15,81  ; 820,99  ; 216,88  ;1;0;0;0;0;1
;;;25-oct-23 13:25:00; 22,65  ; 11,74  ; 429,78  ; 152,25  ; 190,00  ; 533,89  ; 646,00  ; 748,55  ; 173,00  ; 436,18  ; 493,22  ; 592,12  ; 164,00  ; 384,43  ; 524,00  ; 619,00  ; 14,93  ; 820,99  ; 216,58  ;1;0;0;0;0;1
;;;25-oct-23 13:25:10; 22,64  ; 11,74  ; 430,54  ; 152,26  ; 189,00  ; 532,30  ; 641,00  ; 747,06  ; 173,00  ; 435,88  ; 493,06  ; 591,84  ; 165,00  ; 385,64  ; 530,00  ; 623,00  ; 12,13  ; 820,72  ; 216,08  ;1;0;0;1;0;0
;;;25-oct-23 13:25:20; 22,63  ; 11,74  ; 431,03  ; 152,29  ; 189,00  ; 530,55  ; 641,00  ; 745,87  ; 173,00  ; 435,84  ; 493,42  ; 591,88  ; 165,00  ; 386,42  ; 530,00  ; 624,00  ; 11,90  ; 820,53  ; 215,59  ;0;0;0;1;1;0
;;;25-oct-23 13:25:30; 22,62  ; 11,74  ; 431,49  ; 152,29  ; 188,00  ; 529,43  ; 640,00  ; 745,03  ; 173,00  ; 436,18  ; 493,99  ; 592,26  ; 166,00  ; 386,99  ; 531,00  ; 624,00  ; 11,81  ; 820,11  ; 215,24  ;0;0;0;1;1;0
;;;25-oct-23 13:25:40; 22,61  ; 11,74  ; 431,35  ; 152,34  ; 188,00  ; 528,40  ; 639,00  ; 744,10  ; 173,00  ; 436,70  ; 495,20  ; 592,55  ; 166,00  ; 387,43  ; 531,00  ; 625,00  ; 10,90  ; 819,30  ; 214,57  ;0;0;0;1;1;0
;;;25-oct-23 13:25:50; 21,40  ; 11,74  ; 430,94  ; 152,38  ; 188,00  ; 527,46  ; 638,00  ; 743,48  ; 172,00  ; 437,32  ; 496,34  ; 593,06  ; 166,00  ; 387,68  ; 532,00  ; 626,00  ; 10,83  ; 818,34  ; 214,09  ;0;0;0;1;1;0
;;;25-oct-23 13:26:00; 21,45  ; 11,74  ; 430,55  ; 152,46  ; 187,00  ; 526,71  ; 636,00  ; 742,93  ; 172,00  ; 438,27  ; 497,65  ; 593,79  ; 166,00  ; 387,57  ; 531,00  ; 627,00  ; 11,30  ; 817,51  ; 213,76  ;0;0;0;1;1;0
;;;25-oct-23 13:26:10; 21,50  ; 11,74  ; 430,32  ; 152,34  ; 186,00  ; 525,84  ; 635,00  ; 742,24  ; 172,00  ; 439,26  ; 499,19  ; 594,53  ; 166,00  ; 387,47  ; 531,00  ; 627,00  ; 11,30  ; 816,31  ; 213,24  ;0;0;0;1;1;0
;;;25-oct-23 13:26:20; 21,54  ; 11,74  ; 429,67  ; 152,38  ; 186,00  ; 525,27  ; 635,00  ; 741,77  ; 172,00  ; 440,36  ; 500,69  ; 595,46  ; 167,00  ; 387,23  ; 530,00  ; 627,00  ; 12,35  ; 815,21  ; 212,92  ;0;0;0;1;1;0
;;;25-oct-23 13:26:30; 21,59  ; 11,74  ; 429,09  ; 152,31  ; 186,00  ; 524,59  ; 635,00  ; 741,29  ; 173,00  ; 441,72  ; 502,22  ; 596,41  ; 167,00  ; 386,79  ; 530,00  ; 626,00  ; 15,00  ; 813,89  ; 212,49  ;0;0;0;1;1;0
;;;25-oct-23 13:26:40; 21,64  ; 11,74  ; 428,62  ; 152,48  ; 185,00  ; 524,12  ; 634,00  ; 740,85  ; 173,00  ; 443,33  ; 504,05  ; 597,45  ; 167,00  ; 386,32  ; 529,00  ; 625,00  ; 15,90  ; 812,77  ; 212,21  ;0;0;0;1;1;0
;;;25-oct-23 13:26:50; 21,68  ; 11,74  ; 428,26  ; 152,47  ; 185,00  ; 523,57  ; 634,00  ; 740,46  ; 173,00  ; 444,74  ; 505,79  ; 598,59  ; 167,00  ; 385,66  ; 528,00  ; 625,00  ; 16,20  ; 811,81  ; 211,93  ;0;0;0;1;1;0
;;;25-oct-23 13:27:00; 21,73  ; 11,74  ; 427,89  ; 152,41  ; 185,00  ; 523,00  ; 633,00  ; 740,09  ; 173,00  ; 446,32  ; 507,62  ; 599,72  ; 167,00  ; 384,88  ; 528,00  ; 625,00  ; 17,53  ; 810,68  ; 211,73  ;0;1;0;0;1;0
;;;25-oct-23 13:27:10; 21,77  ; 11,74  ; 427,43  ; 152,46  ; 185,00  ; 522,99  ; 633,00  ; 740,08  ; 173,00  ; 447,80  ; 509,22  ; 601,15  ; 167,00  ; 384,05  ; 526,00  ; 624,00  ; 20,90  ; 809,75  ; 211,53  ;0;1;0;0;1;0
;;;25-oct-23 13:27:20; 21,82  ; 11,74  ; 427,14  ; 152,45  ; 184,00  ; 523,22  ; 633,00  ; 740,29  ; 173,00  ; 449,07  ; 510,25  ; 602,05  ; 167,00  ; 383,15  ; 526,00  ; 624,00  ; 22,60  ; 809,05  ; 211,41  ;0;1;1;0;0;0
;;;25-oct-23 13:27:30; 21,87  ; 11,74  ; 427,52  ; 152,48  ; 184,00  ; 523,82  ; 634,00  ; 741,12  ; 174,00  ; 449,82  ; 510,67  ; 602,82  ; 167,00  ; 382,28  ; 525,00  ; 623,00  ; 24,78  ; 809,12  ; 211,44  ;0;1;1;0;0;0
;;;25-oct-23 13:27:40; 22,70  ; 11,74  ; 427,98  ; 152,42  ; 184,00  ; 524,48  ; 634,00  ; 741,86  ; 174,00  ; 450,38  ; 510,52  ; 603,38  ; 166,00  ; 381,47  ; 524,00  ; 622,00  ; 25,90  ; 809,91  ; 211,49  ;0;1;1;0;0;0
;;;25-oct-23 13:27:50; 22,70  ; 11,74  ; 428,75  ; 152,59  ; 184,00  ; 525,50  ; 636,00  ; 742,95  ; 175,00  ; 450,46  ; 510,03  ; 603,55  ; 166,00  ; 381,05  ; 522,00  ; 620,00  ; 27,20  ; 810,90  ; 211,62  ;0;1;1;0;0;0
;;;25-oct-23 13:28:00; 22,70  ; 11,74  ; 429,35  ; 152,51  ; 184,00  ; 526,54  ; 637,00  ; 744,02  ; 175,00  ; 450,48  ; 509,36  ; 603,49  ; 166,00  ; 380,48  ; 521,00  ; 619,00  ; 26,73  ; 811,84  ; 211,82  ;0;1;1;0;0;0
;;;25-oct-23 13:28:10; 22,70  ; 11,74  ; 430,17  ; 152,46  ; 184,00  ; 527,85  ; 639,00  ; 745,07  ; 175,00  ; 450,09  ; 508,63  ; 603,21  ; 166,00  ; 380,01  ; 521,00  ; 619,00  ; 26,40  ; 813,04  ; 212,16  ;0;1;1;0;0;0
;;;25-oct-23 13:28:20; 22,70  ; 11,74  ; 430,88  ; 152,56  ; 185,00  ; 529,23  ; 640,00  ; 746,26  ; 175,00  ; 449,65  ; 507,59  ; 602,67  ; 166,00  ; 379,55  ; 520,00  ; 618,00  ; 27,25  ; 814,15  ; 212,55  ;0;1;1;0;0;0
;;;25-oct-23 13:28:30; 21,60  ; 11,74  ; 431,75  ; 152,56  ; 185,00  ; 530,98  ; 642,00  ; 747,61  ; 175,00  ; 449,05  ; 506,45  ; 602,07  ; 166,00  ; 379,07  ; 520,00  ; 618,00  ; 26,20  ; 815,38  ; 213,15  ;0;1;1;0;0;0
;;;25-oct-23 13:28:40; 21,60  ; 11,74  ; 431,98  ; 152,59  ; 186,00  ; 532,46  ; 643,00  ; 748,78  ; 175,00  ; 448,12  ; 505,22  ; 601,51  ; 165,00  ; 378,61  ; 519,00  ; 617,00  ; 26,60  ; 816,48  ; 213,88  ;0;1;1;0;0;0
;;;25-oct-23 13:28:50; 21,60  ; 11,74  ; 431,85  ; 152,67  ; 187,00  ; 534,27  ; 645,00  ; 750,17  ; 175,00  ; 447,17  ; 503,90  ; 600,55  ; 165,00  ; 378,03  ; 519,00  ; 617,00  ; 25,90  ; 817,57  ; 214,63  ;0;1;1;0;0;0
;;;25-oct-23 13:29:00; 21,60  ; 11,74  ; 431,51  ; 152,52  ; 187,00  ; 536,25  ; 647,00  ; 751,67  ; 175,00  ; 446,05  ; 502,27  ; 599,47  ; 165,00  ; 377,72  ; 518,00  ; 616,00  ; 26,10  ; 818,47  ; 215,48  ;0;0;1;0;0;0
;;;25-oct-23 13:29:10; 21,60  ; 11,74  ; 431,14  ; 152,62  ; 188,00  ; 537,59  ; 648,00  ; 752,89  ; 175,00  ; 444,71  ; 500,61  ; 598,37  ; 165,00  ; 377,41  ; 518,00  ; 616,00  ; 26,70  ; 819,16  ; 216,26  ;0;0;1;0;0;1
